date,count,uniques
2025-04-14,36,30
2025-04-15,2,2
2025-04-16,19,11
2025-04-17,10,9
2025-04-18,4,3
2025-04-19,1,1
2025-04-21,2,2
2025-04-22,1,1
2025-04-27,9,8
2025-04-28,25,17
2025-04-30,2,2
2025-05-05,1,1
2025-05-06,2,2
2025-05-07,1,1
2025-05-08,1,1
2025-05-09,1,1
2025-05-10,1,1
2025-05-14,1,1
2025-05-15,1,1
2025-05-17,25,2
2025-05-19,2,2
2025-05-20,9,7
2025-05-21,2,2
2025-05-22,1,1
2025-05-24,1,1
2025-05-26,1,1
2025-05-28,1,1
2025-05-30,1,1
2025-06-02,1,1
2025-06-03,1,1
2025-06-05,1,1
2025-06-07,1,1
2025-06-08,2,2
2025-06-11,16,13
2025-06-13,1,1
2025-06-14,2,2
2025-06-15,3,3
2025-06-16,1,1
2025-06-18,2,2
2025-06-19,1,1
2025-06-21,4,3
2025-06-22,3,2
2025-06-23,1,1
2025-06-24,1,1
2025-06-26,1,1
2025-06-27,1,1
2025-06-30,2,2
2025-07-01,1,1
2025-07-02,1,1
2025-07-04,1,1
2025-07-05,1,1
2025-07-07,1,1
2025-07-10,1,1
2025-07-11,1,1
2025-07-12,1,1
2025-07-13,1,1
2025-07-16,1,1
2025-07-17,4,2
2025-07-18,2,1
2025-07-19,18,2
2025-07-20,1,1
2025-07-23,2,2
2025-07-24,1,1
2025-07-26,2,1
2025-07-28,5,4
2025-07-29,3,3
2025-07-31,3,2
2025-08-01,1,1
2025-08-03,2,2
2025-08-04,1,1
2025-08-06,1,1
2025-08-08,1,1
2025-08-09,1,1
2025-08-12,3,3
2025-08-13,1,1
2025-08-14,1,1
2025-08-20,1,1
2025-08-22,2,2
2025-08-23,1,1
2025-08-27,3,3
2025-08-28,1,1
2025-09-01,1,1
2025-09-03,2,2
2025-09-04,4,3
2025-09-05,1,1
2025-09-07,1,1
2025-09-09,8,3
2025-09-16,1,1
2025-09-17,3,3
2025-09-19,1,1
2025-09-22,4,3
2025-09-23,3,3
2025-09-24,1,1
2025-09-25,1,1
2025-09-27,1,1
2025-09-28,1,1
2025-09-29,1,1
2025-09-30,1,1
2025-10-02,2,1
2025-10-09,1,1
2025-10-13,2,1
2025-10-14,1,1
2025-10-15,4,4
2025-10-16,1,1
2025-10-22,1,1
2025-10-24,1,1
2025-10-25,1,1
2025-10-26,3,3
2025-10-27,2,2
2025-10-28,2,2
2025-10-29,1,1
2025-10-31,1,1
2025-11-01,1,1
2025-11-02,1,1
2025-11-04,1,1
2025-11-05,1,1
2025-11-06,2,2
2025-11-08,6,4
2025-11-09,2,1
2025-11-12,1,1
2025-11-13,2,1
2025-11-14,1,1
2025-11-15,3,3
2025-11-16,4,4
2025-11-17,4,2
2025-11-19,1,1
2025-11-20,5,3
2025-11-21,2,2
2025-11-22,3,2
2025-11-23,1,1
2025-11-25,1,1
2025-11-26,6,3
2025-11-27,2,1
2025-11-28,3,2
2025-11-29,1,1
2025-12-01,1,1
2025-12-02,2,2
2025-12-03,6,3
2025-12-04,1,1
2025-12-05,1,1
2025-12-06,2,2
2025-12-08,2,2
2025-12-09,2,2
2025-12-10,3,2
2025-12-11,1,1
2025-12-12,4,2
2025-12-13,2,1
2025-12-14,1,1
2025-12-15,4,2
2025-12-16,3,3
2025-12-19,1,1
2025-12-22,1,1
2025-12-23,1,1
2025-12-24,0,0
2025-12-25,0,0
2025-12-26,0,0
2025-12-27,0,0
2025-12-28,0,0
2025-12-29,0,0
2025-12-30,0,0
2025-12-31,3,3
2026-01-01,0,0
2026-01-02,0,0
2026-01-03,0,0
2026-01-04,1,1
2026-01-05,2,2
2026-01-06,2,2
2026-01-07,14,7
2026-01-08,5,4
2026-01-09,1,1
2026-01-10,0,0
2026-01-11,0,0
2026-01-12,2,2
2026-01-13,1,1
2026-01-14,3,2
