date,count,uniques
2025-04-18,21,18
2025-04-21,9,8
2025-04-22,4,4
2025-04-23,1,1
2025-04-24,1,1
2025-04-27,20,16
2025-04-28,3,3
2025-04-30,1,1
2025-05-02,2,2
2025-05-06,1,1
2025-05-10,25,4
2025-05-17,2,2
2025-05-19,3,3
2025-05-25,1,1
2025-05-26,1,1
2025-05-30,1,1
2025-06-01,1,1
2025-06-05,1,1
2025-06-07,1,1
2025-06-11,1,1
2025-06-15,2,2
2025-06-16,3,3
2025-06-17,3,3
2025-06-19,1,1
2025-06-21,2,2
2025-06-22,1,1
2025-06-23,2,2
2025-06-24,2,2
2025-06-25,1,1
2025-06-28,1,1
2025-06-29,1,1
2025-06-30,2,2
2025-07-01,2,2
2025-07-05,1,1
2025-07-06,1,1
2025-07-08,1,1
2025-07-11,1,1
2025-07-12,1,1
2025-07-13,1,1
2025-07-20,1,1
2025-07-23,1,1
2025-07-24,2,2
2025-07-26,2,1
2025-07-28,2,2
2025-07-30,1,1
2025-07-31,2,2
2025-08-03,1,1
2025-08-04,2,2
2025-08-08,1,1
2025-08-09,1,1
2025-08-11,1,1
2025-08-12,3,3
2025-08-13,2,1
2025-08-14,2,2
2025-08-20,2,2
2025-08-22,2,2
2025-08-27,2,2
2025-08-29,1,1
2025-09-01,2,2
2025-09-02,1,1
2025-09-03,1,1
2025-09-04,4,3
2025-09-05,1,1
2025-09-06,1,1
2025-09-14,4,2
2025-09-17,3,3
2025-09-19,1,1
2025-09-20,1,1
2025-09-22,1,1
2025-09-23,2,1
2025-09-24,1,1
2025-09-25,1,1
2025-09-27,1,1
2025-09-29,2,2
2025-09-30,2,2
2025-10-01,3,1
2025-10-02,3,1
2025-10-03,1,1
2025-10-05,1,1
2025-10-06,1,1
2025-10-10,1,1
2025-10-14,1,1
2025-10-15,1,1
2025-10-16,1,1
2025-10-21,1,1
2025-10-22,1,1
2025-10-24,2,2
2025-10-25,1,1
2025-10-26,1,1
2025-10-27,4,4
2025-10-30,1,1
2025-11-02,1,1
2025-11-04,2,2
2025-11-05,1,1
2025-11-06,3,3
2025-11-07,2,2
2025-11-08,7,4
2025-11-09,2,2
2025-11-10,2,2
2025-11-11,1,1
2025-11-12,2,2
2025-11-13,2,2
2025-11-14,1,1
2025-11-15,3,3
2025-11-16,4,3
2025-11-17,3,2
2025-11-18,1,1
2025-11-19,4,3
2025-11-20,3,2
2025-11-21,6,5
2025-11-22,2,2
2025-11-23,4,2
2025-11-24,2,1
2025-11-25,2,1
2025-11-26,3,2
2025-11-27,2,1
2025-11-28,3,2
2025-11-29,1,1
2025-12-02,5,4
2025-12-03,9,5
2025-12-04,1,1
2025-12-05,2,2
2025-12-06,1,1
2025-12-08,2,2
2025-12-09,1,1
2025-12-10,3,2
2025-12-11,1,1
2025-12-12,5,3
2025-12-13,3,2
2025-12-14,1,1
2025-12-15,5,3
2025-12-16,1,1
2025-12-21,1,1
2025-12-22,2,2
2025-12-23,0,0
